start	12	2020	7	13	0
	178	73	250.312500	13.307290	1.002433e+05	1.419061e+01	2.945781e+01	2020	7	13	0
	176	73	247.500000	13.307290	1.004412e+05	1.391605e+01	4.929081e+01	2020	7	13	6
	175	73	246.093750	13.307290	1.002275e+05	1.340924e+01	2.606468e+01	2020	7	13	12
	174	73	244.687500	13.307290	1.004200e+05	1.421130e+01	4.622831e+01	2020	7	13	18
	173	74	243.281250	14.708057	1.001348e+05	1.506889e+01	5.945799e+00	2020	7	14	0
	172	74	241.875000	14.708057	1.002462e+05	1.488081e+01	2.240482e+01	2020	7	14	6
	171	74	240.468750	14.708057	1.001080e+05	1.557459e+01	-2.934652e+00	2020	7	14	12
	170	74	239.062500	14.708057	1.002757e+05	1.609287e+01	1.079202e+01	2020	7	14	18
	169	75	237.656250	16.108824	1.001356e+05	1.623094e+01	8.083472e-01	2020	7	15	0
	168	75	236.250000	16.108824	1.002384e+05	1.621685e+01	1.390647e+01	2020	7	15	6
	167	75	234.843750	16.108824	1.001040e+05	1.620408e+01	-1.026582e+01	2020	7	15	12
	166	75	233.437500	16.108824	1.003091e+05	1.672237e+01	6.145211e+00	2020	7	15	18
