start	12	2020	7	9	6
	204	89	286.875000	35.719532	1.000609e+05	1.546941e+01	2.345354e+01	2020	7	9	6
	204	89	286.875000	35.719532	1.000991e+05	1.623757e+01	3.088739e+01	2020	7	9	18
	204	89	286.875000	35.719532	1.000791e+05	1.522882e+01	2.453157e+01	2020	7	10	0
	204	89	286.875000	35.719532	1.000663e+05	1.532245e+01	1.670848e+01	2020	7	10	6
	205	89	288.281250	35.719532	1.001863e+05	1.676758e+01	1.414674e+01	2020	7	10	12
	205	90	288.281250	37.120294	1.002212e+05	1.572460e+01	2.217555e+01	2020	7	10	18
	206	90	289.687500	37.120294	1.001594e+05	1.783363e+01	-1.042968e+00	2020	7	11	0
	207	90	291.093750	37.120294	1.001445e+05	1.813333e+01	9.649419e+00	2020	7	11	6
	207	91	291.093750	38.521056	1.001120e+05	1.916285e+01	5.556604e-02	2020	7	11	12
	209	92	293.906250	39.921816	1.000685e+05	1.904732e+01	-1.005473e+01	2020	7	11	18
	210	92	295.312500	39.921816	9.989003e+04	1.846354e+01	-3.134518e+01	2020	7	12	0
	211	93	296.718750	41.322576	9.969296e+04	1.748588e+01	-4.554631e+01	2020	7	12	6
start	13	2020	7	9	18
	177	75	248.906250	16.108824	1.005181e+05	1.291760e+01	4.865914e+01	2020	7	9	18
	177	75	248.906250	16.108824	1.003697e+05	1.256777e+01	3.860364e+01	2020	7	10	0
	176	76	247.500000	17.509591	1.005016e+05	1.386378e+01	4.442786e+01	2020	7	10	6
	175	76	246.093750	17.509591	1.003734e+05	1.356646e+01	2.755600e+01	2020	7	10	12
	175	77	246.093750	18.910357	1.004800e+05	1.593808e+01	4.170208e+01	2020	7	10	18
	174	77	244.687500	18.910357	1.003209e+05	1.570802e+01	9.759541e+00	2020	7	11	0
	173	77	243.281250	18.910357	1.006370e+05	1.498610e+01	4.833796e+01	2020	7	11	6
	172	78	241.875000	20.311124	1.005236e+05	1.498475e+01	3.423490e+01	2020	7	11	12
	171	78	240.468750	20.311124	1.006729e+05	1.522078e+01	5.087456e+01	2020	7	11	18
	170	78	239.062500	20.311124	1.005949e+05	1.375417e+01	4.647725e+01	2020	7	12	0
	170	78	239.062500	20.311124	1.007565e+05	1.356823e+01	7.185579e+01	2020	7	12	6
	169	78	237.656250	20.311124	1.007098e+05	1.289760e+01	6.362519e+01	2020	7	12	12
	168	78	236.250000	20.311124	1.009002e+05	1.294426e+01	7.889812e+01	2020	7	12	18
start	18	2020	7	12	12
	182	71	255.937500	10.505756	1.004129e+05	1.179456e+01	6.083986e+01	2020	7	12	12
	181	71	254.531250	10.505756	1.006488e+05	1.319426e+01	7.856357e+01	2020	7	12	18
	179	72	251.718750	11.906523	1.003838e+05	1.388068e+01	4.497613e+01	2020	7	13	0
	178	72	250.312500	11.906523	1.005709e+05	1.438457e+01	5.367422e+01	2020	7	13	6
	177	72	248.906250	11.906523	1.002475e+05	1.545657e+01	2.127541e+01	2020	7	13	12
	176	72	247.500000	11.906523	1.004141e+05	1.608554e+01	4.031204e+01	2020	7	13	18
	174	72	244.687500	11.906523	1.001513e+05	1.624128e+01	-2.657057e-01	2020	7	14	0
	173	73	243.281250	13.307290	1.002769e+05	1.705119e+01	2.007730e+01	2020	7	14	6
	172	73	241.875000	13.307290	1.000589e+05	1.771401e+01	-1.431688e+01	2020	7	14	12
	171	73	240.468750	13.307290	1.001706e+05	1.922546e+01	-1.132756e+01	2020	7	14	18
	170	73	239.062500	13.307290	9.990686e+04	1.982697e+01	-4.559964e+01	2020	7	15	0
	169	73	237.656250	13.307290	1.000751e+05	2.034023e+01	-2.797495e+01	2020	7	15	6
	168	73	236.250000	13.307290	9.996085e+04	2.021623e+01	-3.456263e+01	2020	7	15	12
	167	73	234.843750	13.307290	1.001880e+05	2.092166e+01	-2.193701e+00	2020	7	15	18
	166	74	233.437500	14.708057	9.993697e+04	2.058992e+01	-6.091341e+01	2020	7	16	0
	165	74	232.031250	14.708057	9.999577e+04	2.108204e+01	-7.078289e+01	2020	7	16	6
	164	74	230.625000	14.708057	9.979091e+04	2.163887e+01	-8.710072e+01	2020	7	16	12
	163	74	229.218750	14.708057	1.001240e+05	2.236425e+01	-3.802069e+01	2020	7	16	18
